Inference Time,Sample
0.2909712791442871,1
0.28554797172546387,2
0.26510119438171387,3
0.2748100757598877,4
0.27515625953674316,5
0.2903008460998535,6
0.2631254196166992,7
0.2689952850341797,8
0.2793850898742676,9
0.2631962299346924,10
0.26325249671936035,11
0.28595876693725586,12
0.26626038551330566,13
0.2743103504180908,14
0.27584314346313477,15
0.28557920455932617,16
0.27644777297973633,17
0.28546762466430664,18
0.28571534156799316,19
0.2916676998138428,20
0.2811262607574463,21
0.2743804454803467,22
0.26545286178588867,23
0.28358983993530273,24
0.27517175674438477,25
0.2671990394592285,26
0.2613060474395752,27
0.2682778835296631,28
0.27421116828918457,29
0.2678866386413574,30
0.27224278450012207,31
0.26342177391052246,32
0.2728457450866699,33
0.2971615791320801,34
0.27367520332336426,35
0.27581119537353516,36
0.2766718864440918,37
0.28855013847351074,38
0.285311222076416,39
0.2631964683532715,40
0.2802438735961914,41
0.2755086421966553,42
0.26888346672058105,43
0.24967002868652344,44
0.2813148498535156,45
0.27358126640319824,46
0.2680642604827881,47
0.26413846015930176,48
0.27837610244750977,49
0.2856879234313965,50
0.2639119625091553,51
0.29161596298217773,52
0.27892303466796875,53
0.2914466857910156,54
0.2893500328063965,55
0.28502416610717773,56
0.2761721611022949,57
0.27692317962646484,58
0.2859828472137451,59
0.2884504795074463,60
0.2771267890930176,61
0.27673959732055664,62
0.28496885299682617,63
0.2759850025177002,64
0.27584290504455566,65
0.2849540710449219,66
0.28365421295166016,67
0.2946591377258301,68
0.2738373279571533,69
0.2716507911682129,70
0.28568291664123535,71
0.2880885601043701,72
0.27345871925354004,73
0.2812788486480713,74
0.2642176151275635,75
0.27225470542907715,76
0.2762007713317871,77
0.2765622138977051,78
0.2851896286010742,79
0.2877979278564453,80
0.26917600631713867,81
0.2923285961151123,82
0.2832810878753662,83
0.27745628356933594,84
0.2638256549835205,85
0.2731304168701172,86
0.28907132148742676,87
0.29192543029785156,88
0.2745320796966553,89
0.28814053535461426,90
0.2913999557495117,91
0.28760600090026855,92
0.2704908847808838,93
0.28594326972961426,94
0.2899508476257324,95
0.2848186492919922,96
0.2772815227508545,97
0.2674992084503174,98
0.2871396541595459,99
0.2885549068450928,100
0.2816474437713623,101
0.278684139251709,102
0.2624351978302002,103
0.2735025882720947,104
0.2778637409210205,105
0.260526180267334,106
0.255124568939209,107
0.2708711624145508,108
0.2742636203765869,109
0.2735121250152588,110
0.2869107723236084,111
0.28847742080688477,112
0.27783918380737305,113
0.2683115005493164,114
0.2896883487701416,115
0.28433895111083984,116
0.28045105934143066,117
0.2873728275299072,118
0.29039812088012695,119
0.262256383895874,120
0.2861948013305664,121
0.26519775390625,122
0.273453950881958,123
0.28730034828186035,124
0.2762265205383301,125
0.2913200855255127,126
0.2943849563598633,127
0.28828001022338867,128
0.27729201316833496,129
0.28549861907958984,130
0.29073548316955566,131
0.29137682914733887,132
0.27332377433776855,133
0.27697181701660156,134
0.30472588539123535,135
0.2848701477050781,136
0.2874183654785156,137
0.2914445400238037,138
0.28513669967651367,139
0.2866339683532715,140
0.27803921699523926,141
0.27399611473083496,142
0.2864491939544678,143
0.2934396266937256,144
0.2777535915374756,145
0.27510571479797363,146
0.2935316562652588,147
0.27829885482788086,148
0.27442288398742676,149
0.2899901866912842,150
0.2780802249908447,151
0.27595019340515137,152
0.27686500549316406,153
0.2814943790435791,154
0.2633481025695801,155
0.28507447242736816,156
0.28171801567077637,157
0.26094627380371094,158
0.2764930725097656,159
0.273867130279541,160
0.279644250869751,161
0.2603940963745117,162
0.2880370616912842,163
0.2705509662628174,164
0.28906893730163574,165
0.2854430675506592,166
0.2732672691345215,167
0.2958381175994873,168
0.2784707546234131,169
0.2707858085632324,170
0.26833128929138184,171
0.28177928924560547,172
0.2728714942932129,173
0.26586341857910156,174
0.26897525787353516,175
0.26312685012817383,176
0.2825582027435303,177
0.2751185894012451,178
0.2757861614227295,179
0.2882089614868164,180
0.2723662853240967,181
0.2760303020477295,182
0.2617616653442383,183
0.26212549209594727,184
0.2724883556365967,185
0.2867546081542969,186
0.28829193115234375,187
0.2868647575378418,188
0.28716182708740234,189
0.28568482398986816,190
0.2892801761627197,191
0.28774094581604004,192
0.26051902770996094,193
0.2633483409881592,194
0.2780342102050781,195
0.26104164123535156,196
0.27341485023498535,197
0.2627696990966797,198
0.27500009536743164,199
0.27312445640563965,200
0.27534031867980957,201
0.28206562995910645,202
0.2858119010925293,203
0.2667052745819092,204
0.27447080612182617,205
0.2866027355194092,206
0.2857091426849365,207
0.27066636085510254,208
0.27411723136901855,209
0.26107335090637207,210
0.2697632312774658,211
0.2769124507904053,212
0.27863359451293945,213
0.3592801094055176,214
0.2874472141265869,215
0.275146484375,216
0.282351016998291,217
0.2754037380218506,218
0.2897508144378662,219
0.2855491638183594,220
0.2954089641571045,221
0.28917837142944336,222
0.2842724323272705,223
0.27222228050231934,224
0.2773127555847168,225
0.2751951217651367,226
0.2902677059173584,227
0.28931689262390137,228
0.277008056640625,229
0.28552865982055664,230
0.2560310363769531,231
0.26326942443847656,232
0.27322840690612793,233
0.27428269386291504,234
0.2764120101928711,235
0.29515719413757324,236
0.2736678123474121,237
0.2870748043060303,238
0.2918121814727783,239
0.26190948486328125,240
0.276655912399292,241
0.26415181159973145,242
0.27361559867858887,243
0.28552961349487305,244
0.2737894058227539,245
0.26177024841308594,246
0.2618682384490967,247
0.2669808864593506,248
0.27290892601013184,249
0.2734363079071045,250
0.2923121452331543,251
0.2915022373199463,252
0.272003173828125,253
0.27405810356140137,254
0.2626159191131592,255
0.2733490467071533,256
0.2741241455078125,257
0.2880210876464844,258
0.2940537929534912,259
0.27401137351989746,260
0.24911189079284668,261
0.2850220203399658,262
0.2894570827484131,263
0.2727689743041992,264
0.27956366539001465,265
0.2900691032409668,266
0.28604936599731445,267
0.28897976875305176,268
0.2800898551940918,269
0.2891554832458496,270
0.27109718322753906,271
0.28893089294433594,272
0.27748942375183105,273
0.2751138210296631,274
0.2937660217285156,275
0.27576351165771484,276
0.27283525466918945,277
0.28633856773376465,278
0.2886207103729248,279
0.2876698970794678,280
0.2612607479095459,281
0.26225852966308594,282
0.27855420112609863,283
0.2870500087738037,284
0.28331875801086426,285
0.284893274307251,286
